"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"KEGG_ASCORBATE_AND_ALDARATE_METABOLISM",-1.08887568753947,0.0579477829264751,-10.967173837262,7.23002778146316e-08,9.59519200020584e-07,8.55300676677865
"KEGG_FATTY_ACID_METABOLISM",-1.18638144297522,0.0183960279224582,-10.9032871008238,7.73805806468213e-08,9.59519200020584e-07,8.48351757918805
"KEGG_DNA_REPLICATION",0.929273838752141,-0.0816473259667423,10.6075156112161,1.0642385490478e-07,1.23717731326807e-06,8.15705424412391
"KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS",-1.00303717863458,0.029977140466245,-10.0486721493931,1.98286830719736e-07,2.16949120669829e-06,7.51806347508161
"KEGG_HOMOLOGOUS_RECOMBINATION",0.872650200931723,-0.0871969708301079,9.7709229868767,2.72950021789018e-07,2.82029691302516e-06,7.18919666685795
"KEGG_PHENYLALANINE_METABOLISM",-0.866274420302654,0.0917311209948876,-9.72459040010942,2.88094845954183e-07,2.82029691302516e-06,7.13358148215573
"KEGG_BETA_ALANINE_METABOLISM",-1.08418387479212,0.0198308321469093,-9.56067460172306,3.49308862891244e-07,3.04503410162678e-06,6.93505757506532
"KEGG_STARCH_AND_SUCROSE_METABOLISM",-0.809050004650283,0.0283399333575818,-9.55567095532401,3.51383408728896e-07,3.04503410162678e-06,6.92895375499845
"KEGG_BUTANOATE_METABOLISM",-1.05728173655685,0.0520778778064494,-9.53483361321537,3.60165323848329e-07,3.04503410162678e-06,6.90350674061528
"KEGG_TYROSINE_METABOLISM",-0.873561170165372,0.0467047909172535,-9.17513634724055,5.55212370088223e-07,4.4899782972352e-06,6.456989594084
"KEGG_ARGININE_AND_PROLINE_METABOLISM",-0.850863594370416,0.0246578431871797,-9.12270734118374,5.91999629599296e-07,4.58799712939454e-06,6.39074208686216
"KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS",-0.869415805156536,0.00950346073660117,-9.06482606966244,6.35655409304359e-07,4.72927624522443e-06,6.31725501704659
"KEGG_BASE_EXCISION_REPAIR",0.782412455426251,-0.0898930491196239,8.71036922683389,9.90223626403726e-07,7.08390748119588e-06,5.85906650249064
"KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG",-0.690215794680447,0.0875558904015422,-8.59970941433529,1.1402938503547e-06,7.85535763577685e-06,5.71308898774181
"KEGG_ARACHIDONIC_ACID_METABOLISM",-0.689216430139385,0.0620411015623944,-8.52858314938816,1.24942571746257e-06,8.29975655171566e-06,5.61851050647791
"KEGG_RNA_POLYMERASE",0.773702070048463,-0.096872417385853,8.32908955160719,1.61931709069185e-06,1.03859647885753e-05,5.3500545977946
"KEGG_CELL_CYCLE",0.694080884988496,-0.0973990524756194,8.2784299018114,1.73076424476509e-06,1.07307383175435e-05,5.28112637207611
"KEGG_SULFUR_METABOLISM",-0.800798877908068,0.0158031241604893,-8.2079937988215,1.89949204008361e-06,1.13969522405017e-05,5.18477516375517
"KEGG_SPLICEOSOME",0.849372745871923,-0.0653577986363829,8.14474978860826,2.06595527038718e-06,1.18842253036974e-05,5.09774851316371
"KEGG_GLYCOLYSIS_GLUCONEOGENESIS",-0.767026202788134,-0.00618394252933605,-8.1294584362122,2.10849158613986e-06,1.18842253036974e-05,5.07663356581088
"KEGG_HISTIDINE_METABOLISM",-0.899748136475364,0.0118147544854927,-7.91638391133429,2.8088499968469e-06,1.53660617474566e-05,4.77940926193937
"KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION",-0.722008922560518,0.0344291856483253,-7.88415155611773,2.93475371261457e-06,1.55961197298946e-05,4.73395521128468
"KEGG_NOTCH_SIGNALING_PATHWAY",0.613900102105698,-0.06396621860697,7.81015936206364,3.24705196313386e-06,1.67764351428583e-05,4.62911703730344
"KEGG_NUCLEOTIDE_EXCISION_REPAIR",0.717814261120642,-0.0902662480527416,7.76364324608332,3.46133648678829e-06,1.74002320687195e-05,4.56285483750822
"KEGG_NITROGEN_METABOLISM",-0.78581838766524,0.0463766976172428,-7.71756662919769,3.68848000018906e-06,1.80541389482938e-05,4.49694754964778
"KEGG_LIMONENE_AND_PINENE_DEGRADATION",-1.00254505773619,-0.00537646346070728,-7.61423579297254,4.25751919774704e-06,2.03050915584859e-05,4.3481574322648
"KEGG_CHRONIC_MYELOID_LEUKEMIA",0.650458944623678,-0.0652881694573186,7.4799559820194,5.14014865451417e-06,2.39016912434909e-05,4.15274450346168
"KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS",0.696827820841644,-0.0838047674289116,7.42060493894599,5.59046511418344e-06,2.536162222532e-05,4.06562503020407
"KEGG_PROPANOATE_METABOLISM",-1.044172201228,-0.00210319650434003,-7.3144325247713,6.50384040863606e-06,2.8802721809674e-05,3.90862450500593
"KEGG_STEROID_BIOSYNTHESIS",-0.940453762840709,0.00570609776699969,-7.26120907561224,7.02017458193248e-06,3.03663365637079e-05,3.82936112891102
"KEGG_NON_HOMOLOGOUS_END_JOINING",0.77792262487307,-0.0971518264142386,7.21983790781317,7.45152888154486e-06,3.14996448174396e-05,3.76748905714622
"KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT",0.711267480952546,-0.0779449700511489,7.16550177073063,8.0612553405661e-06,3.33198554076732e-05,3.68588087846096
"KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM",-0.683257040028908,0.0412287502847092,-6.95032764462065,1.10481637745955e-05,4.46730100451036e-05,3.35881445488452
"KEGG_PRION_DISEASES",-0.649287982374593,0.00959675025244955,-6.90712313781815,1.17785286769402e-05,4.60564680204761e-05,3.29238842911002
"KEGG_RNA_DEGRADATION",0.718225491160767,-0.0764866420277732,6.90103224956816,1.18855401343164e-05,4.60564680204761e-05,3.28300339877385
"KEGG_RENIN_ANGIOTENSIN_SYSTEM",-0.828405595349787,0.0258181847513688,-6.6949975007646,1.61860561325831e-05,6.14409477685806e-05,2.96255221585178
"KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM",-0.678251755631369,0.0331752553256707,-6.62274103475867,1.80617455552864e-05,6.71896934656654e-05,2.84878906410611
"KEGG_BLADDER_CANCER",0.545056113048091,-0.0582113528956144,6.60668101979462,1.8509087933932e-05,6.75037324649284e-05,2.82340576122795
"KEGG_AMINOACYL_TRNA_BIOSYNTHESIS",0.761358383119343,-0.0761233340316042,6.44209361438386,2.38313614349149e-05,8.52429466710418e-05,2.56121309257443
"KEGG_PANCREATIC_CANCER",0.591340234577302,-0.0503546866830079,6.3412518542841,2.78734982740305e-05,9.78202014899939e-05,2.39871133333811
"KEGG_ABC_TRANSPORTERS",-0.573250011150654,0.0229647836307687,-6.31905494371443,2.88569198131178e-05,9.93960571340723e-05,2.3627520506608
"KEGG_BASAL_TRANSCRIPTION_FACTORS",0.550985005246294,-0.0850337941627784,6.26754209117204,3.12831038801922e-05,0.000105793769485741,2.27903614776593
"KEGG_MTOR_SIGNALING_PATHWAY",0.513650409172864,-0.0662872494274136,6.1572833375694,3.72294276116619e-05,0.000122032806316857,2.09860677118015
"KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM",-0.831455835383904,0.00955309802116398,-6.15444937625566,3.73971503229078e-05,0.000122032806316857,2.09394689005272
"KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION",0.454170492033195,-0.0541179875873922,6.08619714354173,4.16868945126735e-05,0.000133685558264781,1.98138169155239
"KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM",-0.71598300846502,-0.0129641095063423,-6.03549073467112,4.52083448548992e-05,0.000142521222762903,1.89733382878053
"KEGG_CYSTEINE_AND_METHIONINE_METABOLISM",-0.652514859396623,-0.0439275715244915,-6.02012495405733,4.63363535629962e-05,0.000143642696045288,1.871793768453
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE",0.46391593522661,-0.045781084175892,5.99873526088869,4.79562161287694e-05,0.000146227150818871,1.83618642911549
"KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION",0.602966681055495,-0.0741463339158755,5.97505965982183,4.98190063783748e-05,0.000149457019135124,1.79669954679167
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",-0.619343816995989,0.0618369355168357,-5.95787232717462,5.12189799945724e-05,0.000151217940936357,1.76798517658215
"KEGG_PEROXISOME",-0.822453065394905,0.0035630156732859,-5.94473120268841,5.23173093331955e-05,0.000152047180249599,1.7460029981217
"KEGG_PYRUVATE_METABOLISM",-0.709022396707789,-0.00943200311154983,-5.82161477782681,6.38973047832195e-05,0.000182844595225828,1.53889316461896
"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION",-1.0213593552538,0.0449828892913361,-5.71788741758374,7.57457900081895e-05,0.000213465408204898,1.36277401298322
"KEGG_ENDOCYTOSIS",0.497547104552081,-0.0700688206669412,5.68521981353618,7.993926954722e-05,0.000221920957250491,1.30700107988397
"KEGG_GLYCEROLIPID_METABOLISM",-0.539154415976465,0.0181375092913504,-5.59132089528915,9.34085030145951e-05,0.00025549972883404,1.14587583128883
"KEGG_SMALL_CELL_LUNG_CANCER",0.576414469409573,-0.0664417329158948,5.57935642298109,9.52887694011049e-05,0.000256865378385587,1.12525915833358
"KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION",0.52587055517668,-0.0597423384877497,5.3780340214952,0.000133654279723944,0.000355138514695052,0.775452735476854
"KEGG_COLORECTAL_CANCER",0.495374138865034,-0.052362472167559,5.35331107022958,0.000139378734562312,0.000365133022937887,0.732122164348539
"KEGG_FOLATE_BIOSYNTHESIS",-0.809912129873243,0.06590598937195,-5.2934405801423,0.00015433202789709,0.000398691072067484,0.626856492708925
"KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS",-0.726396039336121,-0.0407438582010867,-5.10897397790855,0.000211919734894396,0.000539959872470654,0.299596801182555
"KEGG_PYRIMIDINE_METABOLISM",0.462380742443567,-0.0893362757661705,5.07968441645899,0.000222958258184466,0.00056040859489609,0.247235320478064
"KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION",-0.414106515419064,0.0855698170655615,-4.8554798809713,0.000330130992496888,0.000818724861392283,-0.157077771642435
"KEGG_WNT_SIGNALING_PATHWAY",0.364457624663026,-0.0294809877162588,4.79200028134174,0.000369381129820404,0.000904011712455199,-0.272641417731792
"KEGG_PATHWAYS_IN_CANCER",0.343322141997984,-0.0356626012211005,4.71443503646351,0.000424030077193187,0.00102008211924645,-0.414473220193059
"KEGG_PROSTATE_CANCER",0.412820470633714,-0.0634024657770445,4.70421720387015,0.000431832455015974,0.00102008211924645,-0.433207265121779
"KEGG_NEUROTROPHIN_SIGNALING_PATHWAY",0.415328308514161,-0.0655438132166851,4.70236762654426,0.000433260685056287,0.00102008211924645,-0.43659963586577
"KEGG_ONE_CARBON_POOL_BY_FOLATE",-0.520393892192722,-0.0745702985217451,-4.52381678617703,0.000597116620626877,0.00138829614295749,-0.765813788118967
"KEGG_OLFACTORY_TRANSDUCTION",-0.429880342603205,0.144176693580771,-4.50623538701249,0.000616408801687344,0.00141195550798497,-0.79840932061113
"KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION",0.417536596781049,-0.0698569470698493,4.50082483768554,0.000622475008896602,0.00141195550798497,-0.808446566163959
"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS",0.598332700885335,-0.067619403982796,4.48488489827608,0.000640708915593959,0.00143580552169249,-0.838033984332387
"KEGG_OOCYTE_MEIOSIS",0.389949289647501,-0.0784393410427225,4.46705595061377,0.000661761075273044,0.00146532809524745,-0.871157283967509
"KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.398288354049496,-0.0319049345037914,4.41519713584013,0.000727165935480772,0.0015912101646991,-0.967676559697723
"KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS",0.474775015709672,-0.0962769038223369,4.10830764704376,0.00127808128155453,0.00276422230661794,-1.54366251012148
"KEGG_RENAL_CELL_CARCINOMA",0.455202119069045,-0.054291615802851,4.07353160344439,0.00136328348599967,0.00291460607351653,-1.60938844025186
"KEGG_ADHERENS_JUNCTION",0.414257163558103,-0.0978382623577121,4.00803244036868,0.00153997875345392,0.00325495509252759,-1.73339285736573
"KEGG_REGULATION_OF_AUTOPHAGY",0.372549003961921,-0.0107664446501952,3.87042205822895,0.00199193844520503,0.00416292753717006,-1.9947112253704
"KEGG_VIBRIO_CHOLERAE_INFECTION",0.437168926379476,-0.0382215703776845,3.72866394042224,0.00260091147621092,0.0053752170508359,-2.26477408435769
"KEGG_LYSINE_DEGRADATION",-0.483690154427106,-0.055436204403233,-3.62801669623075,0.00314604207345461,0.00643037171057755,-2.45686120666103
"KEGG_ERBB_SIGNALING_PATHWAY",0.381880668399988,-0.0717973685396775,3.57599008098372,0.00347209985898939,0.00701968014969594,-2.55621431365739
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES",0.286610006807561,-0.00566297263538577,3.54390569752943,0.00369009346814357,0.00738018693628715,-2.61749265100745
"KEGG_ACUTE_MYELOID_LEUKEMIA",0.352598920524349,-0.051398324808217,3.40736057308757,0.004784430860443,0.00946706531959998,-2.8782193025435
"KEGG_ENDOMETRIAL_CANCER",0.409395755471147,-0.0580212209295392,3.28107622293604,0.00608723852465381,0.0119181722693222,-3.11899116998723
"KEGG_NON_SMALL_CELL_LUNG_CANCER",0.376217929633833,-0.0582791896461352,3.20351042801322,0.00705897349641522,0.0136767611493045,-3.2665430811293
"KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS",-0.580790365395004,-0.0080507870435666,-3.16741311063239,0.00756286276032137,0.0145019842620595,-3.33509194253006
"KEGG_PURINE_METABOLISM",0.267015307477118,-0.0732851436355227,3.12011193906896,0.00827806878925351,0.0157114366816444,-3.42478152941213
"KEGG_TIGHT_JUNCTION",0.29143526244546,-0.0393648786745764,3.11036484074443,0.00843365008114036,0.0158450395463849,-3.44324247473875
"KEGG_LYSOSOME",0.39029503337501,-0.0540683705156913,2.9855402882858,0.0107038400281339,0.0199091424523291,-3.6789162222437
"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON",0.279206637351,-0.0277825300701442,2.91554848327689,0.0122328089934028,0.0225277472551775,-3.81035362041164
"KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",0.329595202601095,-0.0436402257924263,2.90494109651502,0.0124826885817189,0.0227625497666639,-3.83022171558539
"KEGG_PROTEASOME",0.496335279482892,-0.0835543133602134,2.89560438235569,0.0127068103484687,0.0229462788817008,-3.84769788269979
"KEGG_GAP_JUNCTION",0.265453047249316,-0.0245165539421145,2.86921265793725,0.0133620727922122,0.0238975532629948,-3.89703497044686
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES",0.317065582345568,-0.00146142426875218,2.80217306946426,0.0151803057428013,0.0268908273158194,-4.02191966865754
"KEGG_HEMATOPOIETIC_CELL_LINEAGE",-0.42149402892358,0.0941432921786262,-2.7561754896006,0.0165666062175071,0.0290697052495879,-4.10720912563422
"KEGG_DORSO_VENTRAL_AXIS_FORMATION",0.249645340152252,-0.0344579076335764,2.71537349139028,0.0178998386838847,0.0311156074317996,-4.18256974711665
"KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM",0.328139318522465,-0.0276918920069323,2.70135795432756,0.0183816300089333,0.0316572516820517,-4.20838860543845
"KEGG_RIBOSOME",0.636699739454601,-0.0777373631952207,2.69125349070868,0.0187368254236257,0.0319729314568292,-4.22698044862292
"KEGG_P53_SIGNALING_PATHWAY",0.23743754906664,-0.0644266595670805,2.67985924934834,0.0191454139765555,0.0323731545421756,-4.24792271445138
"KEGG_INOSITOL_PHOSPHATE_METABOLISM",0.344812239147626,-0.0360080754113571,2.6681316835966,0.0195750454699823,0.0328014275442947,-4.26945203586389
"KEGG_GLIOMA",0.262509610588387,-0.0483993057039158,2.60399462192392,0.022096302370088,0.0366956450074676,-4.38671427615032
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",-0.255673706735633,-0.0126255696309907,-2.57675020865192,0.023260497617942,0.0382871907693559,-4.43626720197541
"KEGG_GLUTATHIONE_METABOLISM",-0.267308763365799,-0.015183506469905,-2.53817268956357,0.0250113326730411,0.0408079638349617,-4.50615302540689
"KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION",-0.362101189682763,0.0821426281881407,-2.47652340002999,0.028077032917142,0.0454115488920732,-4.6171124140559
"KEGG_FOCAL_ADHESION",0.29397819894827,-0.0378666678484531,2.43847507054777,0.0301466809608196,0.04833864360959,-4.68512214629668
"KEGG_GALACTOSE_METABOLISM",-0.335895015578875,-0.0293991973672873,-2.43028608219454,0.0306109299104491,0.0486635296012268,-4.69971032423866
"KEGG_GNRH_SIGNALING_PATHWAY",0.204496242463718,-0.0372585396878194,2.41061837380149,0.0317541406774506,0.0500531370000493,-4.73467382998431
"KEGG_N_GLYCAN_BIOSYNTHESIS",0.361988916854812,-0.0504665600892579,2.37571979984148,0.0338841417733426,0.052961767813796,-4.79645194131043
"KEGG_PENTOSE_PHOSPHATE_PATHWAY",-0.325004834097096,-0.0166833751233659,-2.32568032834896,0.0371779480235044,0.0576258194364318,-4.88442391944155
"KEGG_GRAFT_VERSUS_HOST_DISEASE",-0.504972433536769,0.0761985384185069,-2.26439768404882,0.0416278174336114,0.0635025463485027,-4.99112693657599
"KEGG_AXON_GUIDANCE",0.228905319030342,-0.0186676681263946,2.26407924683312,0.0416522078199857,0.0635025463485027,-4.99167828213575
"KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY",-0.261705643033981,0.0371860402491078,-2.22641525881614,0.0446343862833836,0.0674959012090192,-5.05665512838063
"KEGG_THYROID_CANCER",0.218617051829541,-0.0661801423620791,2.1417477509304,0.052088994712524,0.078133492068786,-5.20094203515771
"KEGG_BASAL_CELL_CARCINOMA",0.197604349575071,-0.00104750141053487,2.09353249804436,0.0568400375489929,0.0845779758729015,-5.28193984598526
"KEGG_CALCIUM_SIGNALING_PATHWAY",-0.211006689891498,0.0495073203889768,-2.04272448793021,0.062281031347011,0.0919386653217782,-5.36631663975488
"KEGG_MAPK_SIGNALING_PATHWAY",0.180073279948666,0.000154458519375557,2.01613001983065,0.065317736329158,0.0956621965135701,-5.41006562224673
"KEGG_MELANOMA",0.170145981885171,0.0200703786806547,2.00563323045523,0.0665535107049203,0.0967105702430873,-5.42725225316197
"KEGG_ETHER_LIPID_METABOLISM",-0.181695961434661,0.000345710956528196,-1.96347673963195,0.0717365025611115,0.103434026948579,-5.49580243473387
"KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION",-0.386447320365511,0.0390018729483027,-1.92856189736557,0.0763066817683506,0.108568869174377,-5.55198706681225
"KEGG_TGF_BETA_SIGNALING_PATHWAY",0.182031725709852,-0.0373588290587644,1.92738572007003,0.0764651713002332,0.108568869174377,-5.55387022814732
"KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.287841458055361,-0.0443167129921387,1.91952857679437,0.0775316482767848,0.109249140753651,-5.56643404224682
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE",0.159312346220415,-0.0529850799658234,1.8620823972078,0.0857496587153373,0.119920575346261,-5.65742151152436
"KEGG_CELL_ADHESION_MOLECULES_CAMS",-0.287624162333882,0.0504924748214625,-1.74722614062522,0.104577781296719,0.145160203889476,-5.83449803157148
"KEGG_RIBOFLAVIN_METABOLISM",0.151261446224665,-0.0621777164352616,1.64370482821316,0.124609708934873,0.171684487865825,-5.98812833235344
"KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS",-0.23550872435311,0.024149251819295,-1.63301619293201,0.126858275009567,0.173497346704261,-6.00364828747074
"KEGG_PRIMARY_IMMUNODEFICIENCY",-0.317179144323331,0.0577504282971647,-1.60794407800708,0.132271848930227,0.179580758401622,-6.03979256569656
"KEGG_SPHINGOLIPID_METABOLISM",0.209253478494305,-0.0377933137380398,1.60055874354137,0.133904258107025,0.180479652231208,-6.0503689420515
"KEGG_VEGF_SIGNALING_PATHWAY",0.154187698164782,-0.0097090597488823,1.59116209005076,0.136006441183353,0.181994230648228,-6.06377888072205
"KEGG_AUTOIMMUNE_THYROID_DISEASE",-0.287514570570933,0.103632648231842,-1.55404129590065,0.144592008271,0.192100810988614,-6.11623457264756
"KEGG_HUNTINGTONS_DISEASE",0.280381818828921,-0.0570492566331964,1.52139342668866,0.152523551802757,0.201201281101509,-6.16167136069361
"KEGG_LONG_TERM_POTENTIATION",0.138542349492677,-0.0143170167277359,1.42441368567954,0.178296467396628,0.233543260111076,-6.29263359380204
"KEGG_ASTHMA",-0.328664243674413,0.0527955871583321,-1.41818648954283,0.180069093410859,0.234215743877061,-6.30083161768156
"KEGG_OTHER_GLYCAN_DEGRADATION",0.245628397966897,-0.044817079297652,1.39906667324083,0.185603540689136,0.239737906723467,-6.3258389877173
"KEGG_HEDGEHOG_SIGNALING_PATHWAY",0.137845305585668,0.0179778658189544,1.38198333678728,0.190667009783652,0.243907173304957,-6.34797205687375
"KEGG_CITRATE_CYCLE_TCA_CYCLE",-0.323528337002189,-0.00239758076571797,-1.37936182841814,0.191454017755504,0.243907173304957,-6.35135072036361
"KEGG_APOPTOSIS",0.182630677311073,-0.00839445723195287,1.300819180696,0.216297583631296,0.273442119712611,-6.45034260503982
"KEGG_ALLOGRAFT_REJECTION",-0.305231477675083,0.0703054239026194,-1.29697497485757,0.21757760063154,0.273442119712611,-6.45507464917815
"KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION",-0.202539044290979,0.00825595889809969,-1.27250373043264,0.225869391541807,0.281957763938094,-6.48494499120598
"KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM",-0.163577332435789,-0.052711971484525,-1.26501152018462,0.228458013369862,0.283287936578629,-6.49400227166452
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE",0.175688993152033,-0.0328262732412163,1.23068778696663,0.24062066953513,0.296166184057395,-6.53496211016241
"KEGG_DILATED_CARDIOMYOPATHY",0.164067997125643,0.00702254145288428,1.22521117339491,0.242607826270117,0.296166184057395,-6.54141574833619
"KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC",0.150817185896266,-0.0190892616699729,1.2204021101441,0.244363408435196,0.296166184057395,-6.54706402137924
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",-0.133677215988652,0.0179005922083742,-1.21808495681079,0.245212862069026,0.296166184057395,-6.54977926613287
"KEGG_CHEMOKINE_SIGNALING_PATHWAY",-0.153250111911294,0.0285950606906939,-1.1332158405048,0.277945453587772,0.333534544305326,-6.6463733047818
"KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM",0.142851183223581,-0.00584293210804526,1.11020259395254,0.287373946458393,0.342638166931161,-6.67158851423476
"KEGG_JAK_STAT_SIGNALING_PATHWAY",-0.147777631516423,0.0537036012835539,-1.09934725695848,0.291904508043934,0.345823175134852,-6.68333474533114
"KEGG_PROTEIN_EXPORT",0.247197503958177,-0.0758663087116504,1.00231410055237,0.334801566236994,0.3941334893676,-6.78403029385334
"KEGG_SELENOAMINO_ACID_METABOLISM",-0.109949235078653,-0.0617963649021634,-0.991133610171016,0.340024296356667,0.397764271209686,-6.79512602418379
"KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY",0.109073893161656,-0.0136766805953869,0.90288047995696,0.383299557827189,0.445585735974108,-6.87892167269551
"KEGG_TYPE_II_DIABETES_MELLITUS",-0.116264444622263,0.00589593515855181,-0.885364743794598,0.392321737487856,0.453241261942492,-6.89473914273675
"KEGG_MELANOGENESIS",0.0725391878505028,-0.00311650323189394,0.867426332763742,0.401710123437316,0.461222734316919,-6.91065410796515
"KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY",0.103056328551519,-0.00480481365794457,0.851971356061503,0.409919013869593,0.467760347114996,-6.92413354866788
"KEGG_ALZHEIMERS_DISEASE",0.146573413024948,-0.0259114474359458,0.816641810392621,0.429100689293301,0.482518609074138,-6.95413238665809
"KEGG_TYPE_I_DIABETES_MELLITUS",-0.172735030538005,0.0633354144172114,-0.816552552372544,0.429149881798358,0.482518609074138,-6.95420673192528
"KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY",0.106189228088942,-0.0213716753847437,0.813861193501139,0.430634887668317,0.482518609074138,-6.95644499559432
"KEGG_CARDIAC_MUSCLE_CONTRACTION",0.114412967524754,-0.000547381370204939,0.774421993492126,0.452777665545481,0.504291292164428,-6.98847729710523
"KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION",-0.0827884637829112,-0.000494344485492521,-0.711112243411168,0.489796781573269,0.542275008170405,-7.03685485038202
"KEGG_LONG_TERM_DEPRESSION",-0.0719273430749115,0.00123742833984164,-0.699324000051209,0.496886973941491,0.546869687296553,-7.04544314492255
"KEGG_GLYCOSAMINOGLYCAN_DEGRADATION",0.0998885220770863,-0.0511784098675698,0.684097524725224,0.506135297786908,0.553771561108028,-7.05633942666066
